_id,Collection unit ID,Department,Division,Section,Collection unit name,Taxon,Taxon rank,Taxon ID,Taxon ID source,Informal taxon,Type collection,Geographic origin,Earliest geological period,Latest geological period,Item type,Preservation method,Curatorial unit type,Bibliographic level,Fond reference,Reporting count,Reporting metric used,Item count,Item count confidence,Curatorial unit count,Curatorial unit count confidence,C1: Physical accessibility,S1: Strategy/mission/research,S2: Scope and depth,S3: Significance by comparison,S4: Usage,I1: Digitisation,I2: Identification,I4: Development potential,O1: Education suitability,O3: Exhibition suitability
8665,2866,Life Sciences,LS Insects,Bulk accessions - Insects,Insect bulk accessions (spirit collection),,,,,,,,,,Whole or partial organism,Alcohol,Spirit,,,2460000,Item count,2460000,Low,984,Medium,2,5,3,3,2,1,1,5,5,5
8666,2867,Library & Archives,LA Special Collections,Palaeontology - Special Collections,Palaeontology - Special maps 1,,,,,,,,,,Cartographic material,No treatment,Maps/plans/atlases,monograph/item,,400,Item count,400,Medium,100,Medium,4,4.9,4,4,1.04,2.5,4.7,1.15,4.95,4.5
8667,2868,Library & Archives,LA Special Collections,Palaeontology - Special Collections,Palaeontology - Special maps 2,,,,,,,,,,Cartographic material,No treatment,Maps/plans/atlases,monograph/item,,150,Item count,150,Medium,100,High,4,4.9,4,4,1.22,3.8,5,1.3,4.95,4.75
8668,2869,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Microfossil Collection - well run material,,,,,,,,Mesozoic,Holocene,Microfossils,Residues,Microfossils - residues,,,190260,Curatorial unit count,19026000,Medium,190260,Medium,3,4,5,4,4.1,1.01,1.04,4,2,2
8669,2870,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Microfossil Collection - palynology and nannofossils,,,,,,,,Mesozoic,Holocene,Microfossils,Microscope slide,Microfossils - slides (inestimable),,,153100,Curatorial unit count,,,153100,Medium,4,4,5,4,4.1,1.01,1,4,2,2
8670,2871,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Microfossil Collection - reference collection,,,,,,,,Mesozoic,Holocene,Microfossils,Microscope slide,Microfossils - slides,,,340700,Item count,340700,Medium,34070,Medium,3.5,4,5,4,4.1,2.8,3.2,4,2,2
8671,2872,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Foraminifera - Cenozoic,Foraminifera,phylum,288974,Paleobiology Database,Foraminifera,,,Palaeogene,Holocene,Microfossils,Microscope slide,Microfossils - slides,,,139120,Item count,139120,Low,13912,High,3,3,5,4.2,4.2,3.2,3.35,4,2,2
8672,2873,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Foraminifera - Mesozoic,Foraminifera,phylum,288974,Paleobiology Database,Foraminifera,,,Cretaceous,Triassic,Microfossils,Microscope slide,Microfossils - slides,,,118000,Item count,118000,Low,11800,High,3,3,5,4.2,4,3.2,3.35,4,2,2
8673,2874,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Foraminifera - Miscellaneous collections,Foraminifera,phylum,288974,Paleobiology Database,Foraminifera,,,Carboniferous,Holocene,Microfossils,Microscope slide,Microfossils - slides (inestimable),,,41300,Curatorial unit count,,,41300,Medium,2.5,2.8,4,4,1.05,1.02,3,3.05,2,2
8674,2875,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Foraminifera - Palaeozoic,Foraminifera,phylum,288974,Paleobiology Database,Foraminifera,,,Permian,Cambrian,Microfossils,Microscope slide,Microfossils - slides,,,6300,Item count,6300,Low,2100,High,3,3,3.5,4,2,3,3.35,3,2,2
8675,2876,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Foraminifera - teaching collections,Foraminifera,phylum,288974,Paleobiology Database,Foraminifera,,,Cambrian,Holocene,Microfossils,Microscope slide,Microfossils - slides,,,20000,Item count,20000,Medium,8812,High,3,2,5,4.2,2,1.2,3,3,4,2
8676,2877,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Larger Benthic Foraminifera - hand specimens,Foraminifera,phylum,288974,Paleobiology Database,,,,Carboniferous,Holocene,Microfossils,Hand specimens,Microfossils - hand specimens,,,29225,Item count,29225,Low,5845,Medium,4,3,5,4,4,3,4,4,2.1,2.1
8677,2878,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Larger Benthic Foraminifera - slides,Foraminifera,phylum,288974,Paleobiology Database,,,,Carboniferous,Holocene,Microfossils,Microscope slide,Microfossils - slides,,,5000,Item count,5000,Low,3340,Low,4,3,5,4,4,3,4,4,2,2
8678,2879,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Micropalaeontology samples and residues 1,,,,,,,,,,Microfossils,Residues,Microfossils - residues (inestimable),,,28519,Curatorial unit count,,,28519,Medium,2.8,3.21,3,4,1.15,1.2,1,4,1.03,1.03
8679,2880,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Micropalaeontology samples and residues 2,,,,,,,,,,Microfossils,Residues,Microfossils - residues,,,30000,Item count,30000,Low,30000,Low,2,3.1,4,4,2,1,1,4,1,1
8680,2881,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Ostracods - Fossil - Stacks hand specimens,Ostracoda,class,22826,Paleobiology Database,Ostracods,,,Cambrian,Holocene,Microfossils,Hand specimens,Microfossils - hand specimens,,,1571,Item count,1571,Low,1571,High,4,3,3,4,2,3,3.5,3,2,2
8681,2882,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Ostracods - Fossil - Heron-Allen Library,Ostracoda,class,22826,Paleobiology Database,Ostracods,,,Ordovician,Eocene,Microfossils,Microscope slide,Microfossils - slides,,,100000,Item count,100000,Low,15314,Precise,4,3,4,4,3,3.2,3.8,3,2,2
8682,2883,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Ostracods - Fossil - Stacks slide cabinets,Ostracoda,class,22826,Paleobiology Database,Ostracods,,,Oligocene,Holocene,Microfossils,Microscope slide,Microfossils - slides,,,42070,Item count,42070,Low,4207,Precise,4,3,4,4,3,3.2,3.8,3,2,2
8683,2884,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Radiolaria - hand specimens and residues,Radiolaria,class,4,Paleobiology Database,Radiolaria,,,Carboniferous,Holocene,Microfossils,Hand specimens,Microfossils - hand specimens,,,700,Item count,700,Low,700,High,4,2,2,1,1,2,1,2,1,1
8684,2885,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Micropalaeontology,Radiolaria - slides,Radiolaria,class,4,Paleobiology Database,Radiolaria,,,Carboniferous,Holocene,Microfossils,Microscope slide,Microfossils - slides,,,15750,Item count,15750,Low,1575,Medium,3,3,1.5,1.5,2,3,2,2,2,2
8685,2886,Earth Sciences,ES Mineral and Planetary Sciences,Ores,Ores 1,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,17000,Item count,17000,Medium,11160,Precise,4,3.8,4.05,4,4.1,4.3,4,3.6,3.8,3.1
8686,2887,Earth Sciences,ES Mineral and Planetary Sciences,Ores,Ores 2,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,1030,Item count,1030,Medium,1000,Medium,1.6,3.8,4.05,4,4,2.3,4,3.4,3.8,2.75
8687,2888,Earth Sciences,ES Mineral and Planetary Sciences,Ores,Ores 3,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,8000,Item count,8000,Medium,6503,Precise,4,3.8,4.05,4,4.1,4.3,4,3.6,3.8,3.1
8688,2889,Earth Sciences,ES Mineral and Planetary Sciences,Ores,Ores - staff collection,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,8000,Item count,8000,Medium,6000,Medium,1.6,3.8,4.1,4.1,4.5,1,4,4.4,3.8,3.1
8689,2891,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 1,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,13856,Item count,13856,Medium,6928,Precise,3.7,3,4,3,2,4,3.5,2,3,1.2
8690,2892,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 2,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,3584,Item count,3584,Medium,1792,Precise,3.6,3,4,3,2,4,3.5,2,3,2
8691,2894,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 3,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,75270,Item count,75270,Medium,37635,High,3.6,3,4,3,3,4,3.5,1.9,3.2,3.2
8692,2895,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 4,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,34008,Item count,34008,Medium,17004,High,3.6,3,4,3,3,4,3.5,1.9,3.2,3.4
8693,2896,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 5,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,9546,Item count,9546,Medium,4773,Precise,3.6,2,4,3,3,4,3.5,2,3,2
8694,2897,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 6,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,17260,Item count,17260,Medium,8630,Precise,3.6,3,4,3,3.1,3.9,3.5,2,3.1,2
8695,2898,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 7,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,17856,Item count,17856,Medium,8928,Precise,3.6,2,4,3,3,4,3.5,2,3,2
8696,2899,Earth Sciences,ES Mineral and Planetary Sciences,Petrology,Rocks 8,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,69166,Item count,69166,Medium,34583,Precise,3.6,2,4,3,3,4,3.5,1.9,3.1,3.2
8697,2900,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Cambrian brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Cambrian,Cambrian,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,4628,Item count,4628,Medium,4000,Low,4,3.3,5,5,2.5,2,5,3.5,1,1.1
8698,2901,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Carboniferous brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Carboniferous,Carboniferous,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,210118,Item count,210118,Low,100000,Low,4,3.3,5,5,1.3,2,5,4.5,1,1.18
8699,2902,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Devonian brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Devonian,Devonian,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,101388,Item count,101388,Low,80000,Low,4,3.3,5,5,3.1,2,5,3.5,1.32,1.32
8700,2903,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Ordovician brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Ordovician,Ordovician,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,317716,Item count,317716,Low,170000,Low,4,3,5,5,3,2.15,5,3,2,1.32
8701,2904,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Permian brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Permian,Permian,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,48058,Item count,48058,Low,30000,Low,4,3,5,5,2.5,2,5,3,2,1.32
8702,2905,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Silurian brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Silurian,Silurian,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,275744,Item count,275744,Low,50000,Low,4,3,5,5,3,2,5,3,2,1.32
8703,2908,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Cretaceous brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Cretaceous,Cretaceous,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,104258,Item count,104258,Medium,10000,Low,3.5,3.3,5,5,2.7,2.05,3.5,3.5,1.32,1.32
8704,2909,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Jurassic brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Jurassic,Jurassic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,201895,Item count,201895,Medium,100000,Low,3.5,3,5,5,3,2.05,3.5,3.5,2,1.32
8705,2910,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Brachiopoda,Triassic brachiopods,Brachiopoda,phylum,26322,Paleobiology Database,Brachiopods,,World marine,Triassic,Triassic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,17000,Item count,17000,Medium,1000,Low,3.5,3,3.5,5,1.5,2,3.5,3,1.5,1.32
8706,2911,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Cephalopoda,Cretaceous Ammonoidea,Cephalopoda,class,12315,Paleobiology Database,Ammonoidea,,World marine,Cretaceous,Cretaceous,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,36446,Item count,36446,Medium,35000,Medium,4,4.4,5,5,4,2.01,4.1,4.2,3,2.9
8707,2912,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Cephalopoda,Jurassic Ammonoidea,Cephalopoda,class,12315,Paleobiology Database,Ammonoidea,,World marine,Jurassic,Jurassic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,69509,Item count,69509,Low,100000,Low,4,4.4,5,5,3,2.03,4,4,2,3
8708,2913,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Cephalopoda,Triassic Ammonoidea,Cephalopoda,class,12315,Paleobiology Database,Ammonoidea,,World marine,Triassic,Triassic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,10190,Item count,10190,High,9000,Medium,4,3.5,5,5,2,2,4,3,1.2,1.2
8709,2914,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Mollusca,Global Rudists - boxed,Bivalvia,class,16005,Paleobiology Database,Rudists,,,Jurassic,Cretaceous,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,4167,Item count,4167,Precise,4167,High,4,5,5,5,4,2.02,4.9,5,4,4
8710,2915,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Mollusca,Global Rudists - oversized,Bivalvia,class,16005,Paleobiology Database,Rudists,,,Jurassic,Cretaceous,Macrofossils,Oversize specimens,Macrofossils - oversize,,,102,Item count,102,Precise,102,Precise,4,5,5,5,4,2.02,4.9,5,4,4
8711,2916,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Mollusca,Mollusc teaching collections and ex-university 1,Mollusca,phylum,7805,Paleobiology Database,Mollusca,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,28800,Item count,28800,Medium,4800,Medium,2,1,3,2,1,1,4,5,4,1
8712,2917,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Mollusca,Mollusc teaching collections and ex-university 2,Mollusca,phylum,7805,Paleobiology Database,Mollusca,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,6000,Item count,6000,Medium,1000,Medium,2,1,3,2,1,1,4,5,4,1
8713,2918,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Mollusca,"OGS, BGS and Oil company faunas 1",Mollusca,phylum,7805,Paleobiology Database,Mollusca,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,9625,Item count,9625,High,1898,High,2,5,5,5,2,1,2,5,4,3
8714,2919,Earth Sciences,ES Invertebrates and Plants Palaeobiology,ES Mollusca,"OGS, BGS and Oil company faunas 2",Mollusca,phylum,7805,Paleobiology Database,Mollusca,,,,,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,18200,Item count,18200,Medium,3640,Medium,2,5,5,5,1,1.1,3.6,5,4,3
8715,2920,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Trace fossils,Trace fossils - boxed,,,,,Trace fossils,,World marine and terrestrial/freshwater,Phanerozoic,Phanerozoic,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,1000,Item count,1000,Medium,900,Medium,3,3.25,3,2.55,2.8,2,2.8,2.5,1.54,1.8
8716,2921,Earth Sciences,ES Invertebrates and Plants Palaeobiology,Trace fossils,Trace fossils - oversize,,,,,Trace fossils,,World marine and terrestrial/freshwater,Phanerozoic,Phanerozoic,Macrofossils,Oversize specimens,Macrofossils - oversize,,,200,Item count,200,Medium,200,Medium,3.5,3.25,3,2.55,1.4,1.9,2.8,2.5,1.54,1.24
8717,2922,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Duplicate and unregistered Mineral Collections 1,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,30000,Item count,30000,Low,30000,Low,2.5,2,2,1,4,1,2,1,2.1,2
8718,2923,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Duplicate and unregistered Mineral Collections 2,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,2000,Item count,2000,Medium,2000,Medium,2.05,2,2,1,4,1,2,1,2.1,2
8719,2930,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Main & MI Mineral Collections,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,100000,Item count,100000,High,90000,Medium,3,4.5,4,4,5,4,4,5,2.3,3.98
8720,2931,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Main & MI Mineral Collections 1,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,33000,Item count,33000,Medium,30000,Medium,3,4.5,4,4,5,4,4,5,2.3,3.98
8721,2932,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Main & MI Mineral Collections 2,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,1,Item count,1,High,1,Precise,3,4.5,4,4,5,3,4,4,2.3,3.19
8722,2933,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Main & MI Mineral Collections 3,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,3000,Item count,3000,Medium,3000,Medium,3,4.5,4,4,5,3.2,4,4,2.3,3.19
8723,2934,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Main & MI Mineral Collections 4,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,2500,Item count,2500,High,2000,Medium,3,4.5,4,4,5,3.2,4,4,2.3,3.19
8724,2935,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Main & MI Mineral Collections (Large),,,,,,,,,,Rocks minerals,Oversize specimens,Rocks/minerals - oversize,,,1250,Item count,1250,High,1250,High,3,4,4,4,3,4,4,5,2.3,3.9
8725,2936,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Russell Mineral Collection,,,,,,,,,,Rocks minerals,Hand specimens,Rocks/minerals - hand specimens,,,12500,Item count,12500,High,12185,Precise,4.8,4.7,5,5,5,4,4.5,3,1.5,3.9
8726,2937,Earth Sciences,ES Mineral and Planetary Sciences,Minerals,Russell Mineral Collection (Large),,,,,,,,,,Rocks minerals,Oversize specimens,Rocks/minerals - oversize,,,1250,Item count,1250,High,250,High,3,4,5,5,5,4,4,3,2.3,3.9
8727,2938,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Anseriformes Quaternary,Anseriformes,order,39620,Paleobiology Database,Anseriformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,637,Item count,637,High,637,High,4,3.1,4,3,3.1,2.3,4.4,3.1,1.9,2.4
8728,2939,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Apodiformes Quaternary,Apodiformes,order,39417,Paleobiology Database,Apodiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,18,Item count,18,Precise,18,Precise,4,2,2,2,1,2,4,2,2,2
8729,2941,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Charadriiformes Quaternary,Charadriiformes,order,36640,Paleobiology Database,Charadriiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,117,Item count,117,High,117,High,4,3,3,3,1,2.44,3.6,3,1,2
8730,2942,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Ciconiiformes Quaternary,Ciconiiformes,order,39633,Paleobiology Database,Ciconiiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,10,Item count,10,Precise,10,Precise,4,2,1,2,1,2,4,3,3.3,2
8731,2945,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Columbiformes Quaternary,Columbiformes,order,39349,Paleobiology Database,Columbiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,500,Item count,500,Medium,500,Medium,4,3,5,4,2,2.25,2.3,3,3,2.06
8732,2946,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Coraciiformes Quaternary,Coraciiformes,order,39368,Paleobiology Database,Coraciiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,3,Item count,3,Precise,3,Precise,4,1,1,1,1,4,4,2,2,2
8733,2947,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Cuculiformes Quaternary,Cuculiformes,order,39306,Paleobiology Database,Cuculiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,1,Item count,1,Precise,1,Precise,4,1,1,1,1,2,4,2,2,2
8734,2949,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Falconiformes Quaternary,Falconiformes,order,39316,Paleobiology Database,Falconiformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,34,Item count,34,Precise,34,Precise,4,1,2,2,1,2.38,3.1,3,1,2
8735,2950,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Birds,Birds/Galliformes Quaternary,Galliformes,order,39330,Paleobiology Database,Galliformes Quaternary,,,Quaternary,Quaternary,Macrofossils,Hand specimens,Macrofossils - hand specimens,,,179,Item count,179,High,179,High,4,2,3,2,1,2.12,3,3,2,2
